source,source_id,source_url,perusahaan_source_id,perusahaan_nama,perusahaan_id,judul,deskripsi,lokasi,kuota,status,tgl_buka,tgl_tutup,syarat,kontak_email,scraped_at
glints,e0155d9f-4ef8-4aff-af4b-7712987b8592,https://glints.com/id/opportunities/jobs/kramatjati/e0155d9f-4ef8-4aff-af4b-7712987b8592,5f87341e-3008-4770-86cd-989dc1713737,i-Hi Consulting,glints-5f87341e-3008-4770-86cd-989dc1713737,HRGA Intern (Paid Internship),"About Us | i-Hi Consulting is an Indonesian development consulting company that focuses on creating innovative solutions for a comprehensive system that functioning with public, private, as well as a society towards sustainable and inclusive development. Our firm is designed to spread the spirit of entrepreneurship, aiming to make a positive impact. | We are looking for a proactive and detail-oriented HRGA Intern (Paid Internship) to support our Human Resources and General Affairs functions. This internship offers hands-on experience in recruitment, HR administration, employee engagement, office operations, and project administration while working closely with the HRGA team. | Department: HRGA | Location: Jakarta Timur, Indonesia | Duration: 4 months (with a chance of renewal to a full-time position) | Job Description: | Support HR operations across the employee lifecycle, including recruitment, onboarding, and offboarding. | Conduct research on Indonesian labor regulations and HR best practices to support the development and improvement of company policies, SOPs, and HR processes. | Assist with administrative tasks for both internal company operations and client projects. | Support employee engagement, learning & development, and performance management activities. | Support day-to-day office operations and General Affairs functions. | Requirements: | Final semester students (with no classes to attend) in Psychology, Human Resources, Management, Business Administration, or related fields; Fresh graduates are welcome to apply. | Detail-oriented, organized, and able to manage multiple administrative tasks. | Good communication and interpersonal skills. | Able to maintain confidentiality and handle sensitive information professionally. | Knowledge of Sustainable Development Goals (SDGs) is beneficial. | Fluent in English (written & spoken). | Proactive, willing to learn, and able to work both independently and collaboratively. | Willingness to work from i-Hi Consulting Coworking Space, located in East Jakarta (about 8 km from 18 Office Park) at least once a week. | Why You Should Join Us: | Monthly allowance. | Transportation reimbursement. | Meals while WFO | Hybrid work setup | Hands-on experience across HR and General Affairs functions. | Mentorship and professional development opportunities. | Opportunity to transition into a full-time position. | Certificate | Timeline: | CV Screening: August Week 1-3, 2026 | HR Interview (Online): August Week 2-3, 2026 | User Interview (Offline): August Week 4, 2026 | Expected Start Date: 1 September 2026 | The submission deadline is 14 August 2026 (23.59). We will not proceed with any applications received after this date.",Kramatjati,,Aktif,2026-08-05,2026-09-05,"Tingkat Pendidikan: BACHELOR_DEGREE | Pengalaman Minimal: 0 tahun | Keahlian: Communication, Analytical Skills, HR Policies, Microsoft Office, Public Speaking, Sustainability, HR Administration, Administration",,2026-08-11T06:59:56Z
glints,e94fe714-c61d-40cd-8456-9faf457f2b78,https://glints.com/id/opportunities/jobs/kelapa-dua/e94fe714-c61d-40cd-8456-9faf457f2b78,07afe8d5-6c77-4345-b91e-bcba3d7bd196,CV. JUARA RASA INDONESIA,glints-07afe8d5-6c77-4345-b91e-bcba3d7bd196,Content Creator Intern,"CV. JUARA RASA INDONESIA sedang membuka kesempatan magang bagi kamu yang tertarik di bidang content creation dan digital marketing. Kamu akan terlibat langsung dalam proses pembuatan konten untuk berbagai platform media sosial perusahaan, mulai dari perencanaan konsep hingga proses editing dan publishing. | Deskripsi Pekerjaan | Membuat konsep dan ide konten untuk media sosial perusahaan. | Mengambil foto dan video produk maupun aktivitas perusahaan. | Mengedit video pendek (Reels, TikTok, dan Shorts) serta konten foto sesuai kebutuhan branding. | Mendesain konten visual sederhana untuk media sosial. | Menulis caption yang menarik dan sesuai dengan target audiens. | Menjadi talent untuk kebutuhan konten media sosial perusahaan. | Berkolaborasi dengan karyawan dari berbagai divisi untuk membuat konten video, termasuk mengajak dan berkoordinasi dengan talent sesuai kebutuhan produksi. | Mengikuti tren media sosial dan memberikan ide konten yang relevan. | Bekerja sama dengan tim kreatif untuk menghasilkan konten yang konsisten dengan identitas brand. | Kualifikasi | Mahasiswa aktif dari jurusan apa pun yang memiliki minat di bidang Content Creation. | Menguasai aplikasi editing seperti CapCut, Adobe Premiere Pro, Adobe Photoshop, Adobe Illustrator, Canva, atau software sejenis. | Memahami penggunaan media sosial seperti Instagram, TikTok, dan YouTube Shorts. | Mampu mengoperasikan kamera atau smartphone untuk kebutuhan foto dan video. | Memiliki kreativitas tinggi, detail, serta mampu bekerja sesuai deadline. | Mampu menerima feedback dan terus mengembangkan kualitas konten. | Memiliki portofolio konten menjadi nilai tambah. | Bersedia menjalani magang secara onsite. | Benefit | Insentif hingga Rp50.000/hari. | Sertifikat Magang dari CV. JUARA RASA INDONESIA. | Makan siang disediakan. | Terlibat langsung dalam project perusahaan. | Kesempatan mengembangkan portofolio dan skill bersama tim kreatif.",Kelapa Dua,,Aktif,2026-07-02,2026-09-01,"Tingkat Pendidikan: HIGH_SCHOOL | Pengalaman Minimal: 1 tahun | Keahlian: Content Editing, Content Strategy, Content Operations, Creative Writing, TikTok, Content Writing, Content Marketing, Google Analytics, Image Editing, Content Planning",,2026-08-11T07:00:00Z
glints,47c2eacd-f847-423a-84c5-7251b023f129,https://glints.com/id/opportunities/jobs/kebon-jeruk/47c2eacd-f847-423a-84c5-7251b023f129,f7ccede7-6ec6-4f61-8b37-8c2622335891,AJITA,glints-f7ccede7-6ec6-4f61-8b37-8c2622335891,Internship Social Media Specialist,"We are looking for creative and enthusiastic Social Media Internship / Content Creator Internship to join our team! | Responsibilities: | Assist social media strategist / specialist in daily social media planning and execution | Become the main talent / face in social media contents | Help with content ideation, creation, brainstroming, and trend research | Support content production | Stay up to date with social media trends, features, and best practices. | Qualifications: | University Students or Fresh Graduates are welcome | Basic understanding of social media contents, platforms, and ideation | Confident, camera-friendly, and presentable (comfortable being on-screen) | Good communication skills | Creative, proactive, and willing to learn | Willing to work 4 days of WFO and 1 days of WFA | Perempuan (Non-Hijab) | What will you get: Experiences, Allowence, and Knowledge. | Mon - Fri (9 Am - 5 PM) | Jakarta Barat",Kebon Jeruk,,Aktif,2026-07-20,2026-08-20,"Tingkat Pendidikan: BACHELOR_DEGREE | Pengalaman Minimal: 0 tahun | Keahlian: Meta Ads, Content Marketing, Digital Marketing, Google Analytics, TikTok Ads, Instagram Marketing, Social Media, Google Ads",,2026-08-11T07:00:03Z
glints,119ce309-1dde-4551-9cca-92a77e300d78,https://glints.com/id/opportunities/jobs/setiabudi/119ce309-1dde-4551-9cca-92a77e300d78,fd0b938b-cd04-4481-b3bd-b5bbd9bf6e45,Glints Taploker,glints-fd0b938b-cd04-4481-b3bd-b5bbd9bf6e45,Creative & Design Intern,"At Glints, we are building the #1 tech-enabled recruitment and career discovery platform in Southeast Asia that helps people and organizations realize their human potential. | We’re looking for a Creative & Design Intern to join our Marketing team, to contribute to Glints’ brand awareness and user/customer base growth by supporting the Marketing team’s activities through creative ideation and visual execution in various formats and channels for respective business units. | What You’ll Be Doing | Transform briefs into visual storytelling assets (static posts, Reels/TikTok edits, motion, carousels) | Design based on content objectives (ER, reach, click-throughs) | Support execution across platforms like Instagram, TikTok, and LinkedIn | Stay on top of trends, design tools (Figma, Photoshop), and leverage AI for creative work | Collaborate with marketers and content strategists in a fast-paced creative squad | Why You Should Join Us | Portfolio-worthy creative experience for a top-tier Indonesian brand | Mentorship from experienced creatives & social media strategists | Exposure to end-to-end creative ideation, execution, iteration, and performance insights | Access to premium tools (CapCut, Canva, Figma, etc) | Dynamic, friendly, and impact-driven work culture | Who We Are Looking For | Fresh graduate from Visual Communication Design or related field (a must) | Min. 6 months of experience in creative design (internships/projects/freelance OK) | Jakarta-based & willing to work from office 5 days/week | Portfolio that shows your digital-first design sense (IG, TikTok, or similar content) | Passion for branding, storytelling, and social media content | Open-minded, collaborative, and growth-hungry | Operational Details | Working arrangement: On-site in RDTX Square, Kuningan, Jakarta | Working day & hour: Monday-Friday, 9am-6pm WIB. | Glints implements a Bring-Your-Own-Devices policy, meaning employee is expected to bring their own devices to do the day-to-day work | Let’s Realize Human Potential. | At Glints, we are building the #1 tech-enabled recruitment and career discovery platform in Southeast Asia that helps people and organizations realize their human potential. | We have impacted many lives but there’s still plenty to be done. If you’re ready to grow and make an impact, you’ve come to the right place. | What is Glints? | Glints is the leading talent ecosystem in Southeast Asia, with an enduring purpose of contributing to a world where people and organizations can realize their human potential. | Today, Glints is the most well-funded and well-capitalized startup in the talent recruitment space in Southeast Asia, with over US$80M in total investments raised till date. | Our tech-enabled approach to recruitment and career discovery connects more than 3 million candidates to their next dream opportunities. We have also supported more than 50,000 companies in finding top talent and doubling recruitment efficiency. | Our agility and firm hold on our core purpose and values have allowed us to remain resilient and thrive through tumultuous times. | In 2020, we were recognized by LinkedIn as one of the Top 10 Startups in Singapore. In 2022, we were featured in the top 20 of Nikkei-FT-Statista High-Growth Companies Asia-Pacific 2021 list. Moreover, we were also featured in the top 10 fastest-growing companies in Singapore by The Straits Times. | Who We Are | At Glints, personal and professional growth are just as important as business growth. That's why we created the Glints Culture Code: #RIIBCOH. It defines our values, is what guides our decisions and actions, and is what makes us special. | #RIIBCOH: | 1. Relentlessly Resourceful: Whatever it takes, just make it happen (ethically) | 2. Integrity: Have courage, be guided by the truth, don’t be afraid | 3. Impact: Missionaries, not mercenaries | 4. Beginners’ Mindset: Stay humble, don’t be attached to ego | 5. Customer Obsessed: Customers First | 6. Ownership: Care intensely about the mission and take responsibility | 7. High Standards: Dream big and deliver epic outcomes fast | Where we work | Since Glints was officially launched in Singapore in 2015, we've rapidly grown our footprint across Greater Southeast Asia to operate in Indonesia, Singapore, Vietnam, Taiwan, Malaysia and Philippines.",Setiabudi,,Aktif,2026-01-14,2026-08-30,"Tingkat Pendidikan: DIPLOMA | Pengalaman Minimal: 0 tahun | Keahlian: Visual Design, Adobe Photoshop, Capcut, Graphic Design, Canva Design, Adobe Illustrator, Videography",,2026-08-11T07:00:06Z
glints,b8b4aec1-5967-4ab6-85bf-3f567c980008,https://glints.com/id/opportunities/jobs/setiabudi/b8b4aec1-5967-4ab6-85bf-3f567c980008,fd0b938b-cd04-4481-b3bd-b5bbd9bf6e45,Glints Taploker,glints-fd0b938b-cd04-4481-b3bd-b5bbd9bf6e45,Marketplace Operations Intern,"We’re looking for a Marketplace Operations Intern to join our Marketplace Operations team to build high trust platform for all Glints users, validating and ensuring B2B clients’ information before establishing a relationship. | What You’ll Be Doing | In this role, you will be responsible for verifying business information, overseeing the employer's onboarding operations and working with other compliances. You will need to have a modest understanding of KYB processes and procedures focused on the Glints regulatory landscape and compliance requirements, with emphasis on customer identification procedures, beneficial ownership (e.g CDD rule), and due diligence best practices. | In this role, you will: | Responsible for ensuring all employer's records are compliant with Glints’ Know Your Business (KYB) regulatory standards in a timely manner. | Maintain up-to-date knowledge of regulatory changes and landscape. | Review the collection and verification of data performed to ensure all KYB records are accurate and complete. | Help Junior Assistant Manager, assess and decide on a case-by-case basis measurements should be taken with regard to special investigations, and work with the operations team to follow-up, execute and pass exceptions into standard processes. | Why You Should Join Us | Key contributor: You will witness in the front seat how the marketplace is built and running, involved in day-to-day operations. | Experience: You are joining one of the most diverse and vibrant workplaces to learn from. | Who We Are Looking For | 0 - 1 year of experience in KYB or KYC Operation/(QC) Quality Control/Fresh graduates with previous internship(s) experience | Attention to detail | Proficiency in Excel/Spreadsheet (simple formulas) | Enjoy working with datasets | Team player and good communicator | Fluent in English and Bahasa Indonesia (both verbal and written communication) | Operational Details | Working arrangement: On-site in RDTX Square, Kuningan, Jakarta | Working day & hour: Monday-Friday, 9am-6pm WIB. | Glints implements a Bring-Your-Own-Devices policy, meaning employee is expected to bring their own devices to do the day-to-day work | Let’s Realise Human Potential. | We are building the #1 tech-enabled recruitment platform in Greater Southeast Asia that helps people build their dreams by joining great organisations, learning the right skills and building great teams. | We have impacted many lives but there’s still plenty to be done. If you’re ready to grow and make an impact, you’ve come to the right place. | What is Glints? | Glints is an online talent recruitment and career discovery platform with an enduring purpose of contributing to a world where people and organisations can realize their human potential. | Our tech-enabled approach to recruitment and career discovery connects more than 1.5 million candidates to their next dream opportunities, has supported more than 30,000 companies in finding top talents, doubled recruiter efficiency, and has raised more than US$30M+ from best venture investors in Asia to date. | Our agility and firm hold on our core purpose and values have allowed us to remain resilient and thrive through tumultuous times. | We are proud to be recognized by LinkedIn as one of the Top 10 Startups in Singapore in 2020. | Who We Are | At Glints, personal and professional growth are just as important as business growth. That's why we created the Glints Culture Code: #RIIBCOH. It defines our values, is what guides our decisions and actions, and is what makes us special. | #RIIBCOH: | 1.Relentlessly Resourceful: Whatever it takes, just make it happen (ethically) | 2.Integrity: Have courage, be guided by the truth, don’t be afraid | 3.Impact: Missionaries, not mercenaries | 4.Beginners’ Mindset: Stay humble, don’t be attached to ego | 5.Customer Obsessed: Customers First | 6.Ownership: Care intensely about the mission and take responsibility | 7.High Standards: Dream big and deliver epic outcomes fast | Where we work | Since Glints was founded in Singapore in 2013, we've rapidly grown our footprint across Greater Southeast Asia to operate in Indonesia, Singapore, Vietnam, Taiwan and Malaysia.",Setiabudi,,Aktif,2025-03-21,2026-08-22,"Tingkat Pendidikan: BACHELOR_DEGREE | Pengalaman Minimal: 0 tahun | Keahlian: Operations Management, Regulatory Compliance, Administration",,2026-08-11T07:00:10Z
glints,6437486f-2fbe-4b61-80e1-a8c22f26531b,https://glints.com/id/opportunities/jobs/sukmajaya/6437486f-2fbe-4b61-80e1-a8c22f26531b,afae88e3-3450-4525-9cd4-bbe058a31c42,Ahlan Travel,glints-afae88e3-3450-4525-9cd4-bbe058a31c42,Admin & Customer Service,"Recruitment: | Muslimah | Mahasiswa aktif semua jurusan (Semester 4 - akhir) atau Fresh Graduate | Diutamakan berdomisili di Depok | Menyukai dunia penjualan | Teliti, jujur, amanah, dan bertanggung jawab | Aktif dan paham social media | Benefit: | Uang saku | Bonus project | Komisi penjualan | Makan siang | Surat keterangan magang | Portofolio dan relasi | Laptop dan HP admin",Sukmajaya,,Aktif,2025-06-18,2026-09-09,"Tingkat Pendidikan: HIGH_SCHOOL | Pengalaman Minimal: 0 tahun | Keahlian: Customer Satisfaction, Customer Service, Communicative, Customer Relations, Customer Support",,2026-08-11T07:00:13Z
glints,a6911f44-7128-4f1f-bda2-48de35b9537f,https://glints.com/id/opportunities/jobs/tanah-abang/a6911f44-7128-4f1f-bda2-48de35b9537f,55a4164c-0bb4-4fba-a0a4-4dc9232b7b77,CircleHoki,glints-55a4164c-0bb4-4fba-a0a4-4dc9232b7b77,Business Executive Intern (Paid),"CircleHoki Internship Program (Affiliated with Allianz Indonesia) Batch 2 | Location: Jakarta, Indonesia (Hybrid learning with occasional field activities) | Duration: 30 August – 31 November 2026 (3 Months) | Employment Type: Full-Time Internship | Compensation: Rp 3,000,000/month fixed allowance + optional performance incentives | About CircleHoki | CircleHoki is an Allianz-affiliated insurance agency committed to helping Indonesian families build stronger financial protection while developing the next generation of business professionals. | For over 18 years, our mentors have coached young professionals who have gone on to successful careers in financial services, entrepreneurship, and business leadership. More than 100 have achieved MDRT qualification (the top 0.5% of insurance advisors worldwide), and 80+ are earning more than Rp 1 billion/year. | Our belief is simple: professional success begins with strong character, excellent communication, and a willingness to keep learning. | What You'll Learn | Our internship follows a progressive curriculum designed to help you build confidence before stepping into real business situations. | Month 1: Build Your Foundation | Before meeting clients, you'll develop a strong understanding of: | • Indonesia's financial services industry | • Insurance and risk management fundamentals | • Wealth advisory concepts | • Professional ethics | • Client communication | • AAJI and/or AASI certification preparation | • We believe understanding should always come before execution. | Month 2: Develop Practical Business Skills | You'll begin applying your knowledge through workshops, roleplays, mentor feedback, and collaborative learning. Topics include: | • Professional presentations | • Executive communication | • Negotiation | • Networking | • Business development | • Ethical marketing | • The objective is to help you become confident in communicating ideas, building trust, and creating value. | Month 3: Experience the Profession | As your confidence grows, you'll have opportunities to observe and participate in real business activities alongside experienced mentors. Depending on your readiness and interests, you may participate in: | • Client observations | • Business development activities | • Professional networking events | • Financial consultations | • Mentor shadowing | • Your experience is guided throughout the internship, and participation is matched to your development. | What You'll Leave With | Regardless of whether you continue in insurance or financial services, you'll graduate with: | • AASI certification (AAJI available for eligible participants) | • Strong presentation and communication skills | • Practical experience in business development | • Exposure to financial planning and wealth advisory | • Mentorship from experienced professionals | • Greater confidence in networking and relationship-building | • A valuable professional network | Schedule | 7 - 14 August: Registration | 15 & 18 August: Virtual test | 19 - 21 August: Interview | 23 August: Announcement | 26 - 29 August: Orientation | Who We're Looking For | This internship is ideal for someone who: | • Is a fresh graduate from a reputable university in Indonesia or overseas | • Enjoys learning and taking on new challenges | • Has strong communication skills or wants to develop them | • Is coachable, disciplined, and proactive | • Wants practical experience beyond classroom learning | • Is curious about business, entrepreneurship, or financial services | • Has access to transportation within Jakarta (preferred) | No previous experience in insurance or sales is required. | Note: We will automatically reject applicants who are registered as active agents within the insurance industry. | Why Join CircleHoki? | • Learn From Experienced Mentors | Receive direct guidance from professionals with nearly two decades of industry experience and internationally recognized achievements. | • Build Transferable Skills | Communication, negotiation, networking, presentation, and relationship management are valuable in consulting, banking, entrepreneurship, sales, management, and countless other careers. | • Learn Through Experience | Develop your skills through workshops, roleplays, mentor feedback, business exposure, and real-world observations — not just classroom sessions. | • Join an Ambitious Community | Learn alongside peers who are equally committed to personal and professional growth through workshops, networking events, and team activities. | • Explore Before You Commit | By the end of the internship, you'll have a much clearer understanding of both yourself and the financial services industry. If it's the right fit, outstanding interns may receive an opportunity to continue with CircleHoki full-time.",Tanah Abang,,Aktif,2026-08-06,2026-09-06,"Tingkat Pendidikan: BACHELOR_DEGREE | Pengalaman Minimal: 0 tahun | Keahlian: Sales Strategy, Leadership, Public Speaking, Customer Relations, Problem Solving, Leadership, Sales Management, Sales Planning, Teamwork, Marketing Strategy, B2C Sales, Communication Skills, Presentation Skills, Negotiation Skills, Marketing Communications, Public Relations, Recruitment, Customer Relationship Management, Sales and Marketing, Communication",,2026-08-11T07:00:16Z
glints,668059ea-d201-441f-9c72-a638f113a3a0,https://glints.com/id/opportunities/jobs/cilandak/668059ea-d201-441f-9c72-a638f113a3a0,3dc875d8-f227-4577-a4ea-e32e910456eb,PT INTROVERT GRACIA INTERNATIONAL,glints-3dc875d8-f227-4577-a4ea-e32e910456eb,Sales Representative,"Kami sedang mencari Sales Promotion Girl (SPG) yang proaktif, berenergi tinggi, dan memiliki passion di industri perfume untuk bergabung bersama tim kami di Jakarta Selatan. | Tugas & Tanggung Jawab (Jobdesk) : | 1. Penjualan & Edukasi Produk: Aktif menyapa, menawarkan, dan mengedukasi calon pelanggan mengenai aroma (notes), keunikan, dan ketahanan  produk parfum. | 2. Pencapaian Target: Berusaha secara konsisten untuk mencapai atau melampaui target penjualan harian dan bulanan yang telah ditentukan. | 3. Pelayanan Pelanggan: Memberikan konsultasi wewangian yang ramah, sopan, dan membantu pelanggan menemukan varian parfum yang paling sesuai dengan kepribadian mereka. | 4. Manajemen Produk & Display: Menjaga kebersihan area kerja, menata display produk (tester, produk jualan, dan strip kertas/blotter) agar selalu rapi, menarik, dan sesuai standar. | 5. Pencatatan Stok & Penjualan: Melakukan pengecekan berkala terhadap ketersediaan stok barang di toko dan membuat laporan penjualan harian secara jujur dan akurat",Cilandak,,Aktif,2026-06-11,2026-09-16,"Tingkat Pendidikan: DIPLOMA | Pengalaman Minimal: 1 tahun | Keahlian: Communication Skills, B2C Sales, Sales and Marketing",,2026-08-11T07:00:19Z
glints,b990b19b-a7cf-42fe-b850-9e2c1e87452d,https://glints.com/id/opportunities/jobs/periuk/b990b19b-a7cf-42fe-b850-9e2c1e87452d,eba13488-9e79-445a-a9d8-3c39760963df,PT Usaha Saudara Mandiri,glints-eba13488-9e79-445a-a9d8-3c39760963df,Internship / Magang Mahasiswa,"PT Usaha Saudara Mandiri merupakan perusahaan manufaktur yang bergerak di bidang produksi elemen pemanas (heating element) dan unit pemanas industri yang telah berdiri sejak tahun 1992 di Indonesia. Dengan pengalaman lebih dari 30 tahun, perusahaan terus berkomitmen menghadirkan produk berkualitas tinggi, inovatif, dan terpercaya untuk memenuhi kebutuhan berbagai sektor industri. | Sejak awal berdiri, perusahaan fokus pada pengembangan solusi pemanas yang efisien, aman, dan sesuai dengan kebutuhan pelanggan, baik untuk industri manufaktur, otomotif, makanan dan minuman, laboratorium, hingga berbagai aplikasi industri lainnya. | Membuka kesepatan magang khusus untuk mahasiswa, dengan kualifikasi : | Mahasiswa aktif minimal semester 5 dari jurusan terkait sesuai kebutuhan perusahaan. | Pendidikan D3/S1 dari jurusan: | Teknik Mesin | Teknik Elektro | Teknik Industri | Manajemen | Hubungan Industrial | atau jurusan terkait lainnya | 3.   Memiliki semangat belajar dan kemauan berkembang. | 4.   Mampu bekerja secara individu maupun tim. | 5.   Memiliki komunikasi yang baik dan sopan. | 6.   Disiplin, jujur, dan bertanggung jawab. | 7.   Mampu mengoperasikan Microsoft Office dasar. | 8.   Memiliki kemampuan administrasi dan analisa dasar menjadi nilai tambah. | 9.   Bersedia mengikuti aturan dan jam kerja perusahaan. | 10. Bersedia menjalani program magang sesuai periode yang ditentukan perusahaan. | 11.  Memiliki surat pengantar magang dari kampus. | 12.  Memiliki ketertarikan pada dunia manufaktur dan industri menjadi nilai tambah.",Periuk,,Aktif,2026-05-18,2026-09-11,"Tingkat Pendidikan: HIGH_SCHOOL | Pengalaman Minimal: 0 tahun | Keahlian: Communication, Microsoft Office, Administration",,2026-08-11T07:00:22Z
glints,7a54056a-2f81-4ae5-b124-4f8d49a8ea2b,https://glints.com/id/opportunities/jobs/penjaringan/7a54056a-2f81-4ae5-b124-4f8d49a8ea2b,be5de164-3a5a-4143-a8ef-03212a95aac1,Porto Indonesia Sejahtera,glints-be5de164-3a5a-4143-a8ef-03212a95aac1,Vendor Management Intern (Mandarin Speaker),"Product Development (Vendor Management) | Job Description | Membantu proses koordinasi dan komunikasi dengan vendor terkait pengembangan produk. | Melakukan follow-up timeline produksi, sampel, dan kebutuhan administrasi vendor. | Membantu sourcing vendor baru serta mengumpulkan informasi mengenai material, harga, dan kapasitas produksi. | Mendukung proses pengembangan produk mulai dari konsep hingga produksi. | Menyiapkan dan mengelola dokumen terkait vendor dan pengembangan produk. | Berkoordinasi dengan tim internal untuk memastikan kelancaran proses pengembangan produk. | Membantu membuat laporan dan melakukan update progress project. | Qualifications | Mahasiswa tingkat akhir atau lulusan baru (Fresh Graduate) dari jurusan *Manajemen, Teknik Industri, **Desain Produk, **Desain Komunikasi Visual (DKV), **Desain Industri*, atau jurusan terkait. | Memiliki kemampuan komunikasi dan koordinasi yang baik. | Teliti, proaktif, serta mampu bekerja secara mandiri maupun dalam tim. | Mampu mengoperasikan Microsoft Office atau Google Workspace. | Memiliki kemampuan berbahasa *Mandarin* menjadi nilai tambah. | Memiliki ketertarikan pada bidang product development dan vendor management.",Penjaringan,,Aktif,2026-08-11,2026-09-11,"Tingkat Pendidikan: BACHELOR_DEGREE | Pengalaman Minimal: 0 tahun | Keahlian: Product Development, Google Analytics, Stakeholder Management, Requirements Analysis, Trello, Project Management, Product Analysis, User Research, Product Management",,2026-08-11T07:00:25Z
glints,5348a56e-d90a-4676-bbf3-35b2388fbf1f,https://glints.com/id/opportunities/jobs/tapos/5348a56e-d90a-4676-bbf3-35b2388fbf1f,23721115-08d4-48d5-8eb0-98e912ad242b,PT Aditya Mandiri Sejahtera,glints-23721115-08d4-48d5-8eb0-98e912ad242b,Purchasing Intern,"Job Description | Membantu proses administrasi dan dokumentasi kegiatan Purchasing, termasuk pengumpulan dan pengecekan dokumen pembelian. | Membantu melakukan input, update, dan monitoring data Purchase Request (PR), Purchase Order (PO), serta dokumen purchasing lainnya. | Membantu melakukan follow up kepada vendor terkait quotation, harga, ketersediaan barang, dan status pemesanan. | Membantu melakukan pengecekan kesesuaian data pembelian dengan dokumen pendukung. | Membantu melakukan filing dan pengarsipan dokumen Purchasing secara rapi, baik secara digital maupun fisik. | Membantu melakukan monitoring status order dan memastikan informasi terkait pembelian ter-update dengan baik. | Mendukung kebutuhan administrasi dan pekerjaan operasional lainnya pada tim Purchasing. | Kualifikasi | Fresh graduate dari jurusan Manajemen, Administrasi Bisnis, atau jurusan terkait. | Memiliki ketertarikan pada bidang Purchasing, Procurement, atau Supply Chain. | Mampu menggunakan Microsoft Excel/Google Sheets untuk kebutuhan administrasi dan pengolahan data. | Teliti, rapi, dan memiliki kemampuan administrasi yang baik. | Memiliki kemampuan komunikasi dan koordinasi yang baik. | Mampu melakukan follow up secara aktif kepada internal maupun vendor. | Mampu bekerja secara individu maupun dalam tim. | Memiliki kemampuan time management dan dapat bekerja dengan deadline. | Bersedia menjalani program magang secara full-time sesuai periode yang ditentukan perusahaan. | Bersedia ditempatkan di Tapos, Depok.",Tapos,,Aktif,2026-08-11,2026-09-11,"Tingkat Pendidikan: HIGH_SCHOOL | Pengalaman Minimal: 0 tahun | Keahlian: Procurement, Procurement Management, Purchasing, Supplier Management, Industrial Purchasing, Purchasing Negotiation, Supplier Development",,2026-08-11T07:00:27Z
glints,57d98094-9f44-4a86-ac36-28b83f55a2c6,https://glints.com/id/opportunities/jobs/kebayoran-baru/57d98094-9f44-4a86-ac36-28b83f55a2c6,d04a1ec3-bb8a-476e-968a-b65c7dda480a,PT. SIRKA INTEGRA MEDIKA,glints-d04a1ec3-bb8a-476e-968a-b65c7dda480a,Supply Chain Intern,"Job Description | Assist the Supply Chain team in daily operational activities. | Support data collection, data entry, and data validation related to inventory, procurement, and logistics. | Monitor stock movement and assist in maintaining inventory accuracy. | Support purchase order (PO) creation, tracking, and documentation. | Coordinate with vendors, warehouses, and internal stakeholders regarding operational requirements.- Assist in preparing reports, dashboards, and supply chain performance analysis. | Maintain and organize supply chain documents and records. | Support continuous improvement initiatives within supply chain processes. | Perform other ad-hoc tasks assigned by the supervisor. | Qualification | Final-year student or fresh graduate in Industrial Engineering, Supply Chain Management, Business Administration, Management, or related fields. | Strong analytical and problem-solving skills. | Detail-oriented with good organizational skills. | Proficient in Microsoft Excel or Google Sheets (VLOOKUP, Pivot Table, basic formulas). | Good communication and coordination skills. | Able to work independently and collaboratively in a team. | Familiarity with supply chain, procurement, inventory, or logistics processes is a plus.",Kebayoran Baru,,Aktif,2026-06-11,2026-09-11,"Tingkat Pendidikan: BACHELOR_DEGREE | Pengalaman Minimal: 0 tahun | Keahlian: Inventory Management, Supply Chain Management, Procurement",,2026-08-11T07:00:31Z
